ccg,row_id,row_name,date,Short-acting insulins_items,Short-acting insulins_actual_cost,Intermediate and long-acting insulins_items,Intermediate and long-acting insulins_actual_cost,Sulfonylureas_items,Sulfonylureas_actual_cost,Biguanides_items,Biguanides_actual_cost,Other antidiabetic drugs_items,Other antidiabetic drugs_actual_cost,Treatment of hypoglycaemia_items,Treatment of hypoglycaemia_actual_cost,Diabetic diagnostic and monitoring agents_items,Diabetic diagnostic and monitoring agents_actual_cost
X2C4Y,B85015,WELLINGTON HOUSE,2023/2/1,33,1235.44,81,4145.46,107,258.56,358,1214.99,246,10204.54,8,68.71,77,1858.82
X2C4Y,B85015,WELLINGTON HOUSE,2023/3/1,32,1403.12,77,3546.05,143,290.84,387,1321.85,271,10806.1,9,58.21,91,2025.25
X2C4Y,B85015,WELLINGTON HOUSE,2023/4/1,38,1516.46,81,3714.44,98,272.56,344,1393.82,272,11933.32,14,96.92,94,2021.57
X2C4Y,B85015,WELLINGTON HOUSE,2023/5/1,41,1591.19,81,3970.72,141,347.43,460,1383.48,305,13402.31,5,42.86,81,1817.85
X2C4Y,B85015,WELLINGTON HOUSE,2023/6/1,35,1259.61,78,4022.23,108,262.54,369,1370.72,288,13014.48,4,31.11,89,1931.95
X2C4Y,B85015,WELLINGTON HOUSE,2023/7/1,42,1610.45,85,4374.74,107,280.04,390,1242.2,290,12566.76,8,82.06,93,1929.02
X2C4Y,B85015,WELLINGTON HOUSE,2023/8/1,35,1424.05,82,4070.11,91,202.81,396,1445.56,288,11728.31,5,29.99,94,2001.66
X2C4Y,B85015,WELLINGTON HOUSE,2023/9/1,32,1171.67,80,3884.03,120,261.69,405,1500.54,295,12723.31,8,55.73,75,1643.24
X2C4Y,B85015,WELLINGTON HOUSE,2023/10/1,36,1441.95,93,4105.8,112,245.42,419,1148.73,287,11738.97,9,43,97,2280.19
X2C4Y,B85015,WELLINGTON HOUSE,2023/11/1,30,1295.94,82,4051.51,112,261.82,410,1261.33,292,12044.41,5,29.32,87,1994.26
X2C4Y,B85015,WELLINGTON HOUSE,2023/12/1,50,1858.99,93,4853.51,131,216.55,364,1272.28,297,11289.03,10,104.07,93,2025.65
X2C4Y,B85015,WELLINGTON HOUSE,2024/1/1,35,1612.64,85,4328.89,132,306.31,393,1198.81,327,13114.23,4,26.77,85,1806.76
X2C4Y,B85015,WELLINGTON HOUSE,2024/2/1,39,1344.99,79,3645.26,106,203.17,406,1045.35,306,11854.68,8,56.74,64,1387.51
X2C4Y,B85015,WELLINGTON HOUSE,2024/3/1,30,1284.25,76,3692.29,108,294.31,397,1441.91,288,11460.96,9,80.68,82,1808.03
X2C4Y,B85015,WELLINGTON HOUSE,2024/4/1,32,1298.46,76,3580.63,109,198.43,426,1145.95,333,12827.67,4,25.2,77,1499.21
X2C4Y,B85015,WELLINGTON HOUSE,2024/5/1,35,1533.08,79,4100.56,101,226.25,394,1123.03,334,13224.26,15,101.83,89,1801.88
X2C4Y,B85015,WELLINGTON HOUSE,2024/6/1,41,1599.35,81,4066.61,88,187.63,338,1007.65,272,11751.21,5,29.93,86,1709.78
X2C4Y,B85015,WELLINGTON HOUSE,2024/7/1,42,1712.51,83,4121.17,97,220.72,438,1281.76,354,14946.74,12,68.97,90,1750.35
X2C4Y,B85015,WELLINGTON HOUSE,2024/8/1,42,1727.83,77,4183.63,100,264.18,415,1593.57,392,17311.08,8,63.98,78,1614.71
X2C4Y,B85015,WELLINGTON HOUSE,2024/9/1,42,1520.17,74,3375.4,96,180.26,422,1231.44,353,14722.49,10,61.81,73,1471.93
X2C4Y,B85015,WELLINGTON HOUSE,2024/10/1,40,1595.99,80,3977.18,99,204.93,429,1436.65,367,15643.95,10,61.94,88,1919.29
X2C4Y,B85015,WELLINGTON HOUSE,2024/11/1,40,1499.27,85,4169.55,97,157.67,415,1342.78,390,15131.86,10,41.85,65,1240.51
X2C4Y,B85015,WELLINGTON HOUSE,2024/12/1,37,1493.42,80,3839.71,116,208.39,485,1241.96,413,16105.23,9,50.41,74,1503.76
X2C4Y,B85015,WELLINGTON HOUSE,2025/1/1,45,1849.57,96,5100.75,115,212.22,483,1265.31,421,17609.19,7,43.56,76,1544.65
X2C4Y,B85015,WELLINGTON HOUSE,2025/2/1,29,1045.07,62,2870.75,94,177.5,452,1010.06,388,15240.12,5,25.21,60,1099.41
X2C4Y,B85015,WELLINGTON HOUSE,2025/3/1,41,1577.68,72,3522.46,105,178.78,444,1131.4,461,17787.12,9,53.25,69,1316.71
X2C4Y,B85015,WELLINGTON HOUSE,2025/4/1,33,1175.89,73,3615.13,113,169.96,510,1199.85,493,18823.21,3,16.01,64,1233.89
X2C4Y,B85015,WELLINGTON HOUSE,2025/5/1,37,1414.51,80,4042.86,95,179.7,435,976,432,18758.43,10,73.18,63,1254.27
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/6/1,32,1157.24,66,2821.62,138,560.13,401,2109.84,190,8565.64,11,465.52,127,2554.03
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/7/1,36,1342.7,67,2755.29,141,468.2,403,2391.54,184,8182.08,8,236.65,115,2377.66
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/8/1,28,886.32,74,2925.28,123,439.62,392,2234.85,185,7756.27,6,283.81,124,2625.88
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/9/1,46,1756.22,78,3545.29,132,510.35,403,2335.91,180,8420.22,9,138.63,136,2935.22
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/10/1,31,1096.23,79,3604.43,137,459.83,405,2241.66,170,7405.21,8,139.04,118,2263.61
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/11/1,36,1249.87,63,2267.19,106,392.77,362,1981.02,171,7070.51,4,103.34,102,2154.11
X2C4Y,B85016,MELTHAM ROAD SURGERY,2020/12/1,47,1919.3,91,3997.31,155,586.72,470,2648.29,224,9811.2,5,50.74,144,2714.38
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/1/1,28,980.03,73,3092.62,118,414.64,378,1913.31,175,7502.74,6,57.46,106,1981.77
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/2/1,28,1030.38,66,3021.59,96,362.28,316,1720.35,147,6815.05,2,45.56,104,2174.07
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/3/1,32,1214.16,73,2658.99,142,569.75,445,2599.88,204,9697.89,7,75.12,133,2617.86
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/4/1,38,1287.98,74,3238.04,117,408.67,444,1780.91,187,6966.94,2,10.4,108,2235.6
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/5/1,35,1574.39,73,3141.98,128,454.87,374,1816.24,174,8466.78,6,41.83,117,2107.91
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/6/1,35,1434.42,75,3074.14,118,508.69,400,1954.29,178,8195.05,4,42.38,124,2373.65
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/7/1,39,1544.65,79,3893.2,102,360.12,360,1470.58,172,8059.65,9,102.25,131,2688
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/8/1,35,1295.03,77,3055.92,138,492.08,437,1805.4,231,9847.91,3,26.47,126,2379.72
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/9/1,50,1852.68,77,3368.97,115,463.35,405,1719.23,192,8354.31,9,89.84,120,2379.57
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/10/1,37,1395.03,69,2656.05,112,380.91,396,1447.39,212,9321.34,10,79.26,118,2250.63
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/11/1,16,683.11,31,1285.19,72,265.5,219,790.09,112,4334.56,4,39.46,74,1503.42
X2C4Y,B85016,MELTHAM ROAD SURGERY,2021/12/1,62,2479.54,112,4769.83,171,620.61,593,2428.98,282,13479.43,12,141.67,195,3891.03
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/1/1,42,1693.94,72,3063.09,108,396.04,403,1295.97,224,10636.75,9,62.13,129,2646.41
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/2/1,47,1725.87,84,3441.75,108,348.72,412,1424.82,197,8803.49,7,58.79,131,2320.3
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/3/1,37,1454.3,76,3147.15,137,438.92,492,1484.65,251,10698.35,11,126.24,121,2740.43
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/4/1,33,1457.08,69,2850.53,104,319.47,429,1339.96,225,8869.39,5,96.19,82,1455.89
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/5/1,18,672.43,39,1477.01,73,189.42,244,765.23,121,4835.66,7,89.5,76,1467.65
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/6/1,62,2429.67,112,4538.24,180,545.88,674,2282.42,331,14745.46,12,125.45,187,3912.87
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/7/1,45,1684.67,61,2858.28,110,331.17,421,1269.04,234,9751.89,11,121.65,103,1785.1
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/8/1,44,1838.27,80,3162.86,115,310.09,443,1251.74,199,8492.63,10,96.15,123,2394.43
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/9/1,44,1732.03,75,3325.78,147,335.34,545,1429.62,291,10913.25,8,68.92,124,2434.82
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/10/1,40,1567.34,68,3017.04,121,333.84,427,1237.93,236,9615.96,10,66.01,116,2152.42
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/11/1,38,1554.51,75,3286.4,175,394.14,544,1845.21,315,11060.9,8,62.38,129,2814.41
X2C4Y,B85016,MELTHAM ROAD SURGERY,2022/12/1,49,1909.93,88,3531.54,119,330.96,493,1649.49,306,11024.51,12,112.5,120,2372.78
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/1/1,42,1756.73,61,2350.51,110,323.96,439,1551.75,237,9914.23,8,47.06,119,2378.66
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/2/1,38,1535.58,76,3176.65,132,337.57,464,1514.33,296,10163.38,9,90.33,128,2363.36
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/3/1,45,1796.78,76,3355.84,132,392.92,535,1731.9,364,12434.02,8,53.79,126,2399.71
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/4/1,31,1170.32,60,2639.6,91,221.95,414,1202.23,258,10595.34,8,56.36,112,2381.19
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/5/1,47,1664.2,80,3432.33,151,392.75,564,1879.7,345,11559.3,13,92.98,128,2314.74
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/6/1,51,2004.76,78,3407.79,127,305.35,520,1673.7,343,13113.1,7,47.25,146,2763.83
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/7/1,37,1452.04,75,2986.48,101,268.37,451,1421.44,279,11118.65,7,51.07,115,2167.56
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/8/1,41,1693.16,83,3896.9,169,374.93,620,1853.87,397,12225.11,13,78.61,139,2666.87
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/9/1,31,1247.6,59,2637.78,100,274.38,449,1434.65,272,10636.84,17,98.34,101,1734.23
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/10/1,45,1929.23,88,3841.4,183,378.57,661,1757.31,420,13824.91,16,154.35,149,2968.26
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/11/1,37,1567.33,65,2884.92,127,248.17,502,1343.23,339,11736.79,10,68.07,108,1936.09
X2C4Y,B85016,MELTHAM ROAD SURGERY,2023/12/1,35,1448.73,71,2843.49,116,305.56,450,1567.06,293,12170.45,15,98.83,128,2575.7
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/1/1,35,1458.4,74,2979.55,175,323.11,601,1608.12,386,12909.07,16,115.13,135,2246.14
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/2/1,36,1487.56,65,2640.22,127,294.74,524,1359.9,324,11863.89,16,103.5,116,2040.45
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/3/1,39,1776.48,72,3195.15,118,284.12,476,1586.95,291,12139.04,12,85.84,122,2227.67
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/4/1,41,1859.17,66,3206.43,182,307.75,722,1655.6,441,13272.4,15,148.9,122,2015.31
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/5/1,37,1655.65,72,3562.7,127,266.01,496,1722.17,351,14410.4,10,68.43,128,2139.32
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/6/1,35,1401.04,63,2590.69,171,264.78,618,1392.7,382,11929.09,8,56.28,108,1951.34
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/7/1,42,1956.01,84,3441.4,154,335.8,574,1940.85,400,15346.99,12,82.07,126,2128.45
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/8/1,43,1895.54,75,3542.21,134,279.53,506,1770.81,316,13327.96,11,97.99,113,2124.54
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/9/1,34,1543.7,71,2882.28,227,339.13,633,1830.3,421,13435.25,13,97.82,106,1717.43
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/10/1,37,1693.14,67,3269.07,143,257.75,542,1608.18,387,15005.52,12,77.04,126,2126.82
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/11/1,46,2099.57,81,3661.61,145,313.87,469,1686.52,326,12792.57,15,109.39,109,1790.76
X2C4Y,B85016,MELTHAM ROAD SURGERY,2024/12/1,45,1900.73,72,3079.47,235,332.19,634,1733.92,447,14518.45,14,97.77,109,1956.85
X2C4Y,B85016,MELTHAM ROAD SURGERY,2025/1/1,41,1900.54,74,2720.59,145,227.29,474,1247.81,301,11947.72,7,38.83,99,1717.95
X2C4Y,B85016,MELTHAM ROAD SURGERY,2025/2/1,28,1319.03,62,2990.92,164,228.28,499,1435.8,351,12603.58,11,94.91,106,1840.25
X2C4Y,B85016,MELTHAM ROAD SURGERY,2025/3/1,52,2341.89,104,4515.35,292,328.47,754,2025.25,588,18888.56,20,151.95,148,2493.2
X2C4Y,B85016,MELTHAM ROAD SURGERY,2025/4/1,45,2043.27,82,3788.09,176,264.77,524,1600.3,385,14363.91,11,68.84,120,2125.24
X2C4Y,B85016,MELTHAM ROAD SURGERY,2025/5/1,44,2010.52,63,2788.38,243,293.95,691,1567.88,566,19018.8,13,128.57,105,1922.19
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/6/1,21,872.04,54,2712.39,112,443.59,370,1594.44,190,7980.96,3,70.05,85,1660.16
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/7/1,23,975.37,71,3145.32,94,361.99,342,1605.72,205,8815.15,8,102.77,84,1672.18
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/8/1,26,1181.71,59,3142.71,100,424.35,333,1504.86,177,6941.09,5,37.42,85,1910.95
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/9/1,23,838.16,63,2886.6,102,359.09,347,1709.17,213,9286.83,7,102.05,88,1778.69
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/10/1,28,1012.21,69,3081.25,110,457.04,342,1505.29,187,6976.39,6,39.95,92,2037.35
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/11/1,22,917.49,51,2613.92,104,283.8,323,1227.03,208,7623.58,3,67.48,76,1578.58
X2C4Y,B85018,GROVE HOUSE SURGERY,2020/12/1,33,1304.25,80,3878.34,96,421.73,389,1806.91,237,9686.92,4,34.47,103,2286.09
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/1/1,32,1290.1,63,2696.9,108,309.31,378,1443.84,223,8058.67,6,99.42,80,1752.72
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/2/1,20,934.32,58,2720.61,95,412.98,308,1398.93,191,7674.9,5,31.86,67,1358.46
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/3/1,29,1328.26,63,2895.07,109,377.44,394,1542.53,263,10347.84,4,80.91,89,2003.03
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/4/1,26,1051.39,58,2945.26,118,420.08,353,1333.53,223,8944.07,6,40.09,61,1169.77
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/5/1,23,1077.22,56,2468.13,88,330.5,325,1406.94,206,8724.06,5,87.7,77,1690.81
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/6/1,28,1210.66,68,3200.82,123,427.89,382,1492.87,247,9648.25,6,41.49,93,1809.27
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/7/1,21,1024.28,67,2986.2,115,446.49,362,1429.29,236,9119.53,7,97.08,77,1902.59
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/8/1,25,1093.82,63,2994.9,120,330.61,371,1297.63,222,8967.24,6,40.17,86,1820.66
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/9/1,25,1041.27,67,2915.57,112,459.78,353,1399.86,229,8867.37,7,96.78,78,1610.91
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/10/1,21,899.92,62,2698.26,128,377.77,360,1222.82,241,10275.39,4,22.39,79,1593.01
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/11/1,27,1117.88,64,2999.71,110,433.9,355,1444.7,220,8596.81,4,77.02,80,1738.53
X2C4Y,B85018,GROVE HOUSE SURGERY,2021/12/1,26,1363,78,3710.46,134,415.08,437,1711.87,269,11261.95,4,77.09,82,1762.69
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/1/1,22,928.26,61,2867.96,97,330,341,980.81,202,7816.45,3,24.22,59,1247.16
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/2/1,26,1472.03,65,3218.14,102,357.03,392,1199.39,260,10907.15,6,40.29,86,1812.76
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/3/1,31,1253.78,71,3507.62,111,425.24,415,1146.41,246,9514.93,7,101.44,99,1918.32
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/4/1,25,1374.2,74,3243.38,103,357.21,408,1221.8,264,11595.04,4,77.27,94,1893.24
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/5/1,28,1270.97,67,3313.18,114,378.19,397,1181.41,279,10481.66,4,26.84,83,1661.75
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/6/1,34,1534.87,71,3325.63,102,398.63,434,1252.92,268,11082.75,8,62.8,75,1549.32
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/7/1,25,1317.72,62,3091.56,96,374.32,409,1057.74,244,9408.82,9,106.12,67,1423.68
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/8/1,31,1524.15,74,3594.58,107,415.83,432,1300.96,286,11830.8,8,53.36,93,2137.41
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/9/1,30,1317.59,63,3047.39,99,357.46,427,1195.11,269,10662.78,4,31.38,86,1426.51
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/10/1,23,1275.43,59,2791.43,137,443.88,422,1218.27,264,10081.65,6,39.89,78,1598.16
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/11/1,25,1069.07,68,3393.08,115,391.11,448,1280.02,330,12495.16,5,247.98,89,1588.41
X2C4Y,B85018,GROVE HOUSE SURGERY,2022/12/1,27,1430.73,65,2963.71,115,390.85,442,1198.77,331,11512.66,6,38.25,86,2009.32
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/1/1,24,1046.4,68,3659.24,125,412.99,474,1202.01,338,11841.86,4,25.16,85,1700.48
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/2/1,24,1121.74,58,2541.06,107,401.02,357,1012.93,303,11725.52,7,64.36,84,1618.44
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/3/1,23,1357.58,69,3592.12,102,324.06,476,1266.7,368,14218.63,6,42.68,101,1789.31
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/4/1,28,1515.56,62,3329.01,115,432.41,386,1047.73,277,10628.93,15,137.82,74,1568.4
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/5/1,29,1245.71,62,2771.76,100,400.64,450,1204.25,350,14107.65,10,72.56,80,1474.88
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/6/1,30,1509.48,76,3619.52,87,407.79,403,1120.94,329,12808.44,6,35.81,97,2168.8
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/7/1,30,1331.18,67,3291.93,88,371.92,432,1170.48,349,14167.58,8,48.82,98,1652.39
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/8/1,19,680.13,63,2997.63,101,474.48,448,1108.87,314,10394.57,5,33.25,92,1955.69
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/9/1,28,1519.53,76,3270.42,89,377.74,440,1183.72,311,12590.63,5,24.82,106,1891.37
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/10/1,30,1388.73,64,2993.64,115,496.51,495,1142.96,355,11033.36,9,54.17,115,2271.8
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/11/1,25,952.96,74,3344.82,121,543.72,491,1140.68,374,13447.54,6,36.06,98,1645.68
X2C4Y,B85018,GROVE HOUSE SURGERY,2023/12/1,40,2018.4,81,3652.93,123,577.71,440,1376.58,334,11144.53,4,22.29,107,2024.47
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/1/1,29,1118.99,70,3582.47,113,587.55,471,1359.26,357,11180.75,6,44.39,81,1495.47
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/2/1,32,1139.42,79,3303.01,128,532.46,507,1293.72,402,12713.59,8,52.89,95,1871.36
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/3/1,31,1331.09,80,3560.74,120,595.04,461,1316.44,397,13332.69,7,42.56,86,1672.72
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/4/1,25,1005.45,65,3150.36,114,467.6,441,1163.4,364,14630.06,4,26.95,87,1431.14
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/5/1,32,1325.17,75,3562.03,156,675.75,509,1553.87,426,15528.81,11,95.06,100,1775.42
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/6/1,33,1149.72,67,3188.87,94,382.35,477,1144.94,365,14742.91,15,114.71,98,1548.64
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/7/1,25,1105.39,69,3483.1,129,608.75,471,1630.83,396,14711.02,9,74.33,91,1570.14
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/8/1,27,1117.26,71,3521.45,116,579.22,510,1545.51,432,16529.87,9,54.91,88,1444.73
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/9/1,30,1288.38,70,3069.19,141,646.55,580,1785.67,499,17830.16,11,84.88,90,1485.77
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/10/1,33,1633.19,75,3688.03,130,548.05,544,1595.47,480,17865.03,9,79.06,83,1372.31
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/11/1,26,973.5,74,3530.47,131,613.79,509,1706.78,457,18283.71,12,102.55,101,1705.23
X2C4Y,B85018,GROVE HOUSE SURGERY,2024/12/1,36,1515.23,73,3420.16,92,536.4,448,1863.51,423,19109.67,7,54.87,87,1397.64
X2C4Y,B85018,GROVE HOUSE SURGERY,2025/1/1,33,1522.08,78,3638.45,85,511.94,471,1559.89,477,19787.79,8,63.37,98,1746.28
X2C4Y,B85018,GROVE HOUSE SURGERY,2025/2/1,25,1197.3,55,2596.12,92,488.89,463,1172.13,502,18693.55,8,57.24,78,1145.03
X2C4Y,B85018,GROVE HOUSE SURGERY,2025/3/1,26,1116.75,62,3035.5,109,523.86,573,1533.11,682,23341.96,5,36.14,96,1628.93
X2C4Y,B85018,GROVE HOUSE SURGERY,2025/4/1,35,1701.77,61,2718.57,106,568.26,556,1323.8,586,21692.35,9,56.29,90,1397.39
X2C4Y,B85018,GROVE HOUSE SURGERY,2025/5/1,28,1377.09,68,3162.72,104,474.43,476,1684.58,565,23023.5,5,30.39,95,1659.63
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/6/1,40,1868.2,89,4615.43,112,452.45,385,2038.51,255,13253.26,12,112.58,124,3529.84
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/7/1,45,2397.06,109,6098.6,108,523.25,416,2623.52,254,13700.27,12,127.73,128,3492.96
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/8/1,37,1906.65,93,4766.39,91,415.04,424,2196.37,279,12254.85,15,134.5,136,3602.88
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/9/1,43,1980.41,96,5357.23,128,625.75,443,2576.49,278,14536.7,24,224.4,150,4352.37
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/10/1,44,2226.96,99,5222.79,89,366.46,408,2267.88,271,13458.52,14,117.23,148,3827.67
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/11/1,38,1733.97,86,4633.44,114,520.43,430,2439.25,273,12925.81,12,97.16,140,3285.22
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2020/12/1,42,2212.89,104,5419.98,97,402.35,453,2662.71,301,16054.35,10,77.43,158,3923.58
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/1/1,50,2383.46,94,5005.07,100,483.35,402,2019.09,244,11954.91,14,124.2,129,3268.55
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/2/1,37,1912.74,89,4992,87,394.77,407,2298.11,265,14384.09,10,82.2,111,2661.96
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/3/1,52,2548.82,102,5697.26,128,584.88,477,2460.38,333,16114.42,10,93.1,129,3484.56
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/4/1,45,2181.36,89,4841.5,89,399.31,466,2169.21,290,14420.22,15,113.01,109,2999.06
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/5/1,47,2475.89,102,6402.66,98,432.24,437,2043.43,313,15348.08,8,66.52,122,3002.03
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/6/1,40,1969.33,72,3958.1,106,489.89,474,2144.3,361,17422.04,8,86.48,123,3144.96
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/7/1,57,3116.01,107,6301,104,464.23,457,2053.99,351,17596.11,18,165.75,133,3507.29
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/8/1,39,1651.88,83,4177.51,101,434.55,456,1928.9,350,16396.2,11,82.55,118,3026.23
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/9/1,50,2684.9,97,5082.25,93,421.24,450,2047.62,344,16842.48,19,144.12,143,3314.47
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/10/1,48,2604.37,84,5028.65,100,430.62,417,1715.9,303,14645.84,10,92.12,133,3268.39
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/11/1,45,1939.52,102,5354.92,88,404.52,468,1873.15,385,19241.73,19,183.51,149,3810.05
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2021/12/1,44,2112.97,87,5609.2,108,454.83,462,1803.98,367,17237.82,18,168.49,141,3662.62
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/1/1,53,2488.16,97,5272.81,88,349.29,489,1745.07,383,17453.83,13,124.55,137,3620.47
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/2/1,39,1792.89,89,5261.71,99,358.92,448,1543.97,341,17112.5,16,135.75,122,3034.94
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/3/1,49,2154.91,109,5793.78,105,388.44,481,1832.46,372,19469.59,17,142.31,143,3619.02
X2C4Y,B85019,MIRFIELD HEALTH CENTRE,2022/4/1,51,2270.3,94,4935.28,112,406.13,492,1744.79,381,18930.14,18,178.21,120,3115.31
